Income;Limit;Rating;Cards;Age;Education;Gender;Student;Married;Ethnicity;Balance
49794;5758;410;4;40;8; Male;No;No;Caucasian;734
35.61;6135;466;4;40;12; Male;No;No;Caucasian;992
31861;6375;469;3;25;16;Female;No;Yes;Caucasian;1120
31029;2863;223;2;66;17; Male;Yes;Yes;Asian;415
39705;3969;301;2;27;20; Male;No;Yes;African American;211
26532;2910;236;6;58;19;Female;No;Yes;Caucasian;52
17316;1335;138;2;65;13; Male;No;No;African American;0
30413;3690;299;2;25;15;Female;Yes;No;Asian;728
14887;4745;339;3;58;12; Male;No;Yes;African American;724
32793;4534;333;2;44;16; Male;No;No;African American;467
121834;10673;750;3;54;16; Male;No;No;African American;1573
26532;2910;236;6;58;19;Female;No;Yes;Caucasian;52
146183;9540;682;6;66;15; Male;No;No;Caucasian;1050
27578;2531;195;1;34;15;Female;No;Yes;Caucasian;0
19349;4941;366;1;33;19; Male;No;Yes;Caucasian;717
88.83;4952;360;4;86;16;Female;No;Yes;Caucasian;15
16711;5274;387;3;42;16;Female;No;Yes;Asian;863
28575;2959;231;2;60;11;Female;No;No;African American;0
64173;6127;433;1;80;10; Male;No;Yes;Caucasian;578
30012;1511;137;2;33;17; Male;No;Yes;Caucasian;0
57202;3411;259;3;72;11;Female;No;No;Caucasian;0
24314;3409;270;2;23;7;Female;No;Yes;Caucasian;194
93039;7398;517;1;67;12; Male;No;Yes;African American;749
58351;4411;326;2;85;16;Female;No;Yes;Caucasian;126
20996;3388;259;2;37;12;Female;No;No;African American;203
104483;7140;507;2;41;14; Male;No;Yes;African American;583
25383;4527;367;4;46;11; Male;No;Yes;Caucasian;570
125.48;10230;721;3;82;16; Male;No;Yes;Caucasian;1361
13433;1134;112;3;70;14; Male;No;Yes;Caucasian;0
44158;4763;351;2;66;13;Female;No;Yes;Asian;385
40442;4828;369;5;81;8;Female;No;No;African American;510
59855;4964;365;1;46;13;Female;No;Yes;Caucasian;295
35177;2117;186;3;62;16;Female;No;No;Caucasian;0
39055;5565;410;4;48;18;Female;No;Yes;Caucasian;772
19588;3211;265;4;59;14;Female;No;No;Asian;199
20791;2672;204;1;70;18;Female;No;No;African American;0
57337;5310;392;2;45;7;Female;No;No;Caucasian;456
64173;6127;433;1;80;10; Male;No;Yes;Caucasian;578
26.37;3235;268;5;78;11; Male;No;Yes;Asian;159
48218;5199;401;7;39;10; Male;No;Yes;Asian;633
15602;906;103;2;36;11; Male;No;Yes;African American;0
29638;5833;433;3;29;15;Female;No;Yes;Asian;942
20936;3254;253;1;30;15;Female;No;No;Asian;145
15476;2762;215;3;60;18; Male;No;No;Asian;52
29705;3351;262;5;71;14;Female;No;Yes;Asian;148
55187;5352;385;4;50;17;Female;No;Yes;Caucasian;538
25936;1774;135;2;71;14;Female;No;No;Asian;0
65896;5140;370;1;49;17;Female;No;Yes;Caucasian;293
15333;1499;138;2;47;9;Female;No;Yes;Asian;0
11187;5099;380;4;69;16;Female;No;No;African American;889
59.53;7518;543;3;52;9;Female;No;No;African American;1176
35691;2880;214;2;35;15; Male;No;No;African American;0
19225;1433;122;3;38;14;Female;No;No;Caucasian;0
12;4160;320;4;28;14;Female;No;Yes;Caucasian;602
27.59;2586;229;5;54;16; Male;No;Yes;African American;0
55367;6340;448;1;33;15; Male;No;Yes;Caucasian;815
23793;3615;263;2;70;14; Male;No;No;African American;216
24314;3409;270;2;23;7;Female;No;Yes;Caucasian;194
73914;7333;529;6;67;15;Female;No;Yes;Caucasian;1048
15717;905;93;1;38;16; Male;Yes;Yes;Caucasian;0
44847;5765;437;3;53;13;Female;Yes;No;Asian;1246
55412;5354;383;2;37;16;Female;Yes;Yes;Caucasian;1003
128.04;6982;518;2;78;11;Female;No;Yes;Caucasian;250
27229;3484;282;6;51;11; Male;No;No;Caucasian;265
12238;4865;381;5;67;11;Female;No;No;Caucasian;836
25936;1774;135;2;71;14;Female;No;No;Asian;0
14479;3907;296;3;43;16; Male;No;Yes;Caucasian;463
23365;2179;167;2;75;15; Male;No;No;Asian;0
92386;7685;534;2;75;18;Female;No;Yes;Asian;843
15476;2762;215;3;60;18; Male;No;No;Asian;52
23883;5384;398;2;73;16;Female;No;Yes;African American;802
41868;4716;342;2;47;18; Male;No;No;Caucasian;425
121709;7818;584;4;50;6; Male;No;Yes;Caucasian;701
104483;7140;507;2;41;14; Male;No;Yes;African American;583
140672;11200;817;7;46;9; Male;No;Yes;African American;1677
21551;5380;420;5;51;18; Male;No;Yes;Asian;907
68713;7582;531;2;56;16; Male;Yes;No;Caucasian;1587
36934;4270;299;1;63;9;Female;No;Yes;Caucasian;283
146183;9540;682;6;66;15; Male;No;No;Caucasian;1050
26.4;5640;398;3;58;15;Female;No;No;Asian;905
21455;5829;427;4;80;12;Female;No;Yes;African American;1018
31367;1829;162;4;30;10; Male;No;Yes;Caucasian;0
42357;5550;406;2;83;12;Female;No;Yes;Asian;653
29705;3351;262;5;71;14;Female;No;Yes;Asian;148
62413;6457;455;2;71;11;Female;No;Yes;Caucasian;762
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
88.83;4952;360;4;86;16;Female;No;Yes;Caucasian;15
30622;3293;251;1;68;16; Male;Yes;No;Caucasian;532
15866;3085;217;1;39;13; Male;No;No;Caucasian;136
71682;8028;599;3;57;16; Male;No;Yes;Caucasian;1208
16304;5466;413;4;66;10; Male;No;Yes;Asian;957
68462;4712;340;2;71;16; Male;No;Yes;Caucasian;136
43479;4569;354;4;49;13; Male;Yes;Yes;African American;902
93039;7398;517;1;67;12; Male;No;Yes;African American;749
19782;3782;293;2;46;16;Female;Yes;No;Caucasian;840
30413;3690;299;2;25;15;Female;Yes;No;Asian;728
20405;4543;329;2;72;17; Male;Yes;No;Asian;1054
59.53;7518;543;3;52;9;Female;No;No;African American;1176
91362;9113;626;1;47;17; Male;No;Yes;Asian;1341
10503;2923;232;3;25;18;Female;No;Yes;African American;191
20974;5673;413;5;44;16;Female;No;Yes;Caucasian;1000
25936;1774;135;2;71;14;Female;No;No;Asian;0
180379;9310;665;3;67;8;Female;Yes;Yes;Asian;1050
19529;4673;341;2;51;14; Male;No;No;Asian;642
19531;5043;376;2;64;16;Female;Yes;Yes;Asian;1241
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
49502;6819;505;4;55;14; Male;No;Yes;Caucasian;1084
151947;9156;642;2;91;11;Female;No;Yes;African American;732
36142;1852;183;3;33;13;Female;No;No;African American;0
35.51;5198;364;2;35;20;Female;No;No;Asian;631
19253;3683;287;4;57;10; Male;No;No;African American;371
49794;5758;410;4;40;8; Male;No;No;Caucasian;734
58351;4411;326;2;85;16;Female;No;Yes;Caucasian;126
19529;4673;341;2;51;14; Male;No;No;Asian;642
76782;5977;429;4;44;12; Male;No;Yes;Asian;548
10635;3584;294;5;69;16; Male;No;Yes;Asian;423
12335;4471;344;3;79;12; Male;No;Yes;African American;611
26532;2910;236;6;58;19;Female;No;Yes;Caucasian;52
13676;2330;203;5;80;16;Female;No;No;African American;0
28575;2959;231;2;60;11;Female;No;No;African American;0
69656;8244;579;3;41;14; Male;No;Yes;African American;1329
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
41192;3673;297;3;54;16;Female;No;Yes;Caucasian;121
36364;2220;188;3;50;19; Male;No;No;Caucasian;0
58063;4221;304;3;50;8; Male;No;No;African American;118
52179;7306;522;2;57;14; Male;No;No;Asian;1142
19531;5043;376;2;64;16;Female;Yes;Yes;Asian;1241
148.08;8157;599;2;83;13; Male;No;Yes;Caucasian;454
54663;4116;314;2;70;8;Female;No;No;African American;75
149316;10278;707;1;80;16; Male;No;No;African American;1107
42915;2532;205;4;42;13; Male;No;Yes;Asian;0
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
62602;7056;481;1;84;11;Female;No;No;Caucasian;904
41532;5000;353;2;50;12; Male;No;Yes;Caucasian;531
23.35;2558;220;3;49;12;Female;Yes;No;Caucasian;419
19537;1362;143;4;34;9;Female;No;Yes;Asian;0
19782;3782;293;2;46;16;Female;Yes;No;Caucasian;840
52179;7306;522;2;57;14; Male;No;No;Asian;1142
107986;6033;449;4;64;14; Male;No;Yes;Caucasian;227
76782;5977;429;4;44;12; Male;No;Yes;Asian;548
27241;1402;128;2;67;15;Female;No;Yes;Asian;0
55412;5354;383;2;37;16;Female;Yes;Yes;Caucasian;1003
69251;6386;474;4;30;12;Female;No;Yes;Asian;768
12581;3976;291;2;48;16; Male;No;Yes;Caucasian;474
32164;2937;223;2;79;15;Female;No;Yes;African American;0
59855;4964;365;1;46;13;Female;No;Yes;Caucasian;295
54319;3063;248;3;59;8;Female;Yes;No;Caucasian;269
33017;3180;224;2;28;16; Male;No;Yes;African American;29
27825;5227;386;6;63;11; Male;No;Yes;Caucasian;823
104593;7075;514;4;71;11; Male;No;No;Asian;580
29725;3536;270;2;52;15;Female;No;No;African American;133
53308;2860;214;1;84;10; Male;No;Yes;Caucasian;0
11795;3899;300;4;25;10;Female;No;No;Caucasian;531
26.4;5640;398;3;58;15;Female;No;No;Asian;905
38954;5222;370;4;76;13;Female;No;No;Caucasian;653
62328;5228;377;3;83;15; Male;No;No;Caucasian;380
59879;6906;527;6;78;15;Female;No;No;Caucasian;1032
64173;6127;433;1;80;10; Male;No;Yes;Caucasian;578
29564;2529;192;1;30;12;Female;No;Yes;Caucasian;0
27.33;6179;459;4;36;12;Female;No;Yes;Caucasian;1099
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
89;5759;440;3;37;6;Female;No;No;Caucasian;345
10635;3584;294;5;69;16; Male;No;Yes;Asian;423
69656;8244;579;3;41;14; Male;No;Yes;African American;1329
13234;3922;299;2;77;17;Female;No;Yes;Caucasian;426
36508;6386;469;4;79;6;Female;No;Yes;Caucasian;1048
53.48;4263;317;1;83;15; Male;No;No;Caucasian;99
46007;6637;491;4;42;14; Male;No;Yes;Caucasian;1046
19529;4673;341;2;51;14; Male;No;No;Asian;642
26427;5533;433;5;50;15;Female;Yes;Yes;Asian;1404
55412;5354;383;2;37;16;Female;Yes;Yes;Caucasian;1003
23283;5443;407;4;49;13; Male;No;Yes;African American;912
125.48;10230;721;3;82;16; Male;No;Yes;Caucasian;1361
23.35;2558;220;3;49;12;Female;Yes;No;Caucasian;419
23857;1501;150;3;56;16; Male;No;Yes;Caucasian;0
22561;1787;147;4;66;15;Female;No;No;Caucasian;0
92386;7685;534;2;75;18;Female;No;Yes;Asian;843
34909;5289;410;2;62;16;Female;No;Yes;Caucasian;681
25383;4527;367;4;46;11; Male;No;Yes;Caucasian;570
180379;9310;665;3;67;8;Female;Yes;Yes;Asian;1050
20918;1233;128;3;47;18;Female;Yes;Yes;Asian;16
80861;4090;335;3;29;15;Female;No;Yes;Asian;0
53308;2860;214;1;84;10; Male;No;Yes;Caucasian;0
49794;5758;410;4;40;8; Male;No;No;Caucasian;734
44158;4763;351;2;66;13;Female;No;Yes;Asian;385
24.46;1924;165;2;50;14;Female;No;Yes;Asian;0
21786;4632;355;1;50;17; Male;No;Yes;Caucasian;580
27.47;2820;219;1;32;11;Female;No;Yes;Asian;0
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
24.23;4756;351;2;64;15;Female;No;Yes;Caucasian;594
16751;4706;353;6;48;14; Male;Yes;No;Asian;1255
28941;2733;210;5;43;16; Male;No;Yes;Asian;0
124.29;9560;701;3;52;17;Female;Yes;No;Asian;1687
71682;8028;599;3;57;16; Male;No;Yes;Caucasian;1208
59.53;7518;543;3;52;9;Female;No;No;African American;1176
12;4160;320;4;28;14;Female;No;Yes;Caucasian;602
64027;5179;398;5;48;8; Male;No;Yes;African American;411
51345;4327;320;3;46;15; Male;No;No;African American;230
58781;7402;538;2;81;12;Female;No;Yes;Asian;1103
23857;1501;150;3;56;16; Male;No;Yes;Caucasian;0
10588;4049;296;1;66;13;Female;No;Yes;Caucasian;465
15866;3085;217;1;39;13; Male;No;No;Caucasian;136
34.48;6090;442;3;36;14; Male;No;No;Caucasian;962
17.7;2860;235;4;63;16;Female;No;No;Asian;89
23949;5343;383;2;40;18; Male;No;Yes;African American;829
92386;7685;534;2;75;18;Female;No;Yes;Asian;843
63809;7530;515;1;56;12; Male;No;Yes;Caucasian;1086
65896;5140;370;1;49;17;Female;No;Yes;Caucasian;293
21374;2073;175;2;74;11;Female;No;Yes;Caucasian;0
55882;4897;357;2;68;16; Male;No;Yes;Caucasian;331
64173;6127;433;1;80;10; Male;No;Yes;Caucasian;578
101788;8029;574;2;84;11; Male;No;Yes;Caucasian;849
31029;2863;223;2;66;17; Male;Yes;Yes;Asian;415
12238;4865;381;5;67;11;Female;No;No;Caucasian;836
27.59;2586;229;5;54;16; Male;No;Yes;African American;0
10842;4391;358;5;37;10;Female;Yes;Yes;Caucasian;1216
23883;5384;398;2;73;16;Female;No;Yes;African American;802
15184;2420;192;2;69;11;Female;No;Yes;Caucasian;0
15866;3085;217;1;39;13; Male;No;No;Caucasian;136
27272;1389;149;5;67;10;Female;No;Yes;Caucasian;0
75406;3874;298;3;41;14;Female;No;Yes;Asian;0
21374;2073;175;2;74;11;Female;No;Yes;Caucasian;0
146183;9540;682;6;66;15; Male;No;No;Caucasian;1050
53598;3714;286;3;73;17;Female;No;Yes;African American;0
180682;11966;832;2;58;8;Female;No;Yes;African American;1405
148924;9504;681;3;36;11;Female;No;No;Asian;964
29725;3536;270;2;52;15;Female;No;No;African American;133
36472;3806;309;2;52;13; Male;No;No;African American;188
13647;3461;264;4;47;14; Male;No;Yes;Caucasian;344
59.53;7518;543;3;52;9;Female;No;No;African American;1176
37728;2525;192;1;44;13; Male;No;Yes;Caucasian;0
18145;3461;279;3;56;15; Male;No;Yes;African American;255
55056;3155;235;2;31;16; Male;No;Yes;African American;0
36355;3613;278;4;35;9; Male;No;Yes;Asian;187
10354;3480;281;2;70;17; Male;No;Yes;Caucasian;333
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
15476;2762;215;3;60;18; Male;No;No;Asian;52
48218;5199;401;7;39;10; Male;No;Yes;Asian;633
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
35864;4831;353;3;66;13;Female;No;Yes;Caucasian;534
42079;6626;479;2;44;9; Male;No;No;Asian;1048
16711;5274;387;3;42;16;Female;No;Yes;Asian;863
151947;9156;642;2;91;11;Female;No;Yes;African American;732
12238;4865;381;5;67;11;Female;No;No;Caucasian;836
103893;7416;549;3;84;17; Male;No;No;Asian;669
48498;6040;456;3;47;16; Male;No;Yes;Caucasian;812
14595;2955;260;5;37;9; Male;No;Yes;African American;204
26162;5101;382;3;62;19;Female;No;No;African American;710
20918;1233;128;3;47;18;Female;Yes;Yes;Asian;16
113829;9704;694;4;38;13;Female;No;Yes;Asian;1388
69251;6386;474;4;30;12;Female;No;Yes;Asian;768
29567;5309;397;3;25;15; Male;No;No;Caucasian;799
69943;7555;547;3;76;9; Male;No;Yes;Asian;1058
69165;4668;341;2;34;11;Female;No;No;African American;156
33657;6196;450;6;55;9;Female;No;No;Caucasian;1092
182728;13913;982;4;98;17; Male;No;Yes;Caucasian;1999
22939;4923;355;1;47;18;Female;No;Yes;Asian;663
26813;5611;411;4;55;16;Female;No;No;Caucasian;915
43682;6922;511;1;49;9; Male;No;Yes;Caucasian;1081
12238;4865;381;5;67;11;Female;No;No;Caucasian;836
61069;7871;564;3;56;14; Male;No;Yes;Caucasian;1264
12581;3976;291;2;48;16; Male;No;Yes;Caucasian;474
23106;3476;257;2;50;15;Female;No;No;Caucasian;209
28941;2733;210;5;43;16; Male;No;Yes;Asian;0
98515;8760;633;5;78;11;Female;No;No;African American;1230
69656;8244;579;3;41;14; Male;No;Yes;African American;1329
39831;6045;459;3;32;12;Female;Yes;Yes;African American;1425
33214;5137;387;3;59;9; Male;No;No;African American;661
36364;2220;188;3;50;19; Male;No;No;Caucasian;0
27999;5107;380;1;55;10; Male;No;Yes;Caucasian;651
41192;3673;297;3;54;16;Female;No;Yes;Caucasian;121
30012;1511;137;2;33;17; Male;No;Yes;Caucasian;0
20405;4543;329;2;72;17; Male;Yes;No;Asian;1054
18951;1485;129;3;82;13;Female;No;No;Caucasian;0
31029;2863;223;2;66;17; Male;Yes;Yes;Asian;415
44646;4431;320;2;49;15; Male;Yes;Yes;Caucasian;797
43479;4569;354;4;49;13; Male;Yes;Yes;African American;902
41868;4716;342;2;47;18; Male;No;No;Caucasian;425
12581;3976;291;2;48;16; Male;No;Yes;Caucasian;474
10627;1647;149;2;71;10;Female;Yes;Yes;Asian;195
12335;4471;344;3;79;12; Male;No;Yes;African American;611
27229;3484;282;6;51;11; Male;No;No;Caucasian;265
58063;4221;304;3;50;8; Male;No;No;African American;118
20918;1233;128;3;47;18;Female;Yes;Yes;Asian;16
186634;13414;949;2;41;14;Female;No;Yes;African American;1809
26532;2910;236;6;58;19;Female;No;Yes;Caucasian;52
50699;3977;304;2;84;17;Female;No;No;African American;69
123299;8376;610;2;89;17; Male;Yes;No;African American;1259
42471;3625;289;6;44;12;Female;Yes;No;Caucasian;654
15717;905;93;1;38;16; Male;Yes;Yes;Caucasian;0
53308;2860;214;1;84;10; Male;No;Yes;Caucasian;0
26162;5101;382;3;62;19;Female;No;No;African American;710
21153;3736;256;1;41;11; Male;No;No;Caucasian;298
23672;4433;344;3;63;11; Male;No;No;Caucasian;503
19531;5043;376;2;64;16;Female;Yes;Yes;Asian;1241
44978;4866;347;1;30;10;Female;No;No;Caucasian;436
21238;3089;254;3;59;10;Female;No;No;Caucasian;108
12456;5395;392;3;65;14; Male;No;Yes;Caucasian;955
58351;4411;326;2;85;16;Female;No;Yes;Caucasian;126
41192;3673;297;3;54;16;Female;No;Yes;Caucasian;121
27999;5107;380;1;55;10; Male;No;Yes;Caucasian;651
53319;3000;235;3;53;13; Male;No;No;Asian;0
14084;855;120;5;46;17;Female;No;Yes;African American;0
107841;10384;728;3;87;7; Male;No;No;African American;1597
160231;10748;754;2;69;17; Male;No;No;Caucasian;1192
77.38;7569;564;3;50;12;Female;No;Yes;Caucasian;997
83869;7667;554;2;83;11; Male;No;No;African American;930
34.95;3327;253;3;54;14;Female;No;No;African American;50
27952;3557;263;1;35;13;Female;No;Yes;Asian;163
19253;3683;287;4;57;10; Male;No;No;African American;371
13433;1134;112;3;70;14; Male;No;Yes;Caucasian;0
25124;4776;378;4;29;12; Male;No;Yes;Caucasian;657
30132;2168;206;3;52;17; Male;No;No;Caucasian;0
19144;3291;269;2;75;13;Female;No;No;African American;148
19253;3683;287;4;57;10; Male;No;No;African American;371
10735;3746;280;2;44;17;Female;No;Yes;Caucasian;410
33437;6207;451;4;44;9; Male;Yes;No;Caucasian;1549
29403;2327;178;1;37;14;Female;No;Yes;Caucasian;0
41532;5000;353;2;50;12; Male;No;Yes;Caucasian;531
23883;5384;398;2;73;16;Female;No;Yes;African American;802
49794;5758;410;4;40;8; Male;No;No;Caucasian;734
48218;5199;401;7;39;10; Male;No;Yes;Asian;633
32164;2937;223;2;79;15;Female;No;Yes;African American;0
76348;4697;344;4;60;18; Male;No;No;Asian;108
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
20791;2672;204;1;70;18;Female;No;No;African American;0
55054;4381;321;3;74;17; Male;No;Yes;Asian;188
29725;3536;270;2;52;15;Female;No;No;African American;133
134181;7838;563;2;48;13;Female;No;No;Caucasian;526
44847;5765;437;3;53;13;Female;Yes;No;Asian;1246
29567;5309;397;3;25;15; Male;No;No;Caucasian;799
14711;2047;167;2;67;6; Male;No;Yes;Caucasian;0
87625;7167;515;2;46;10;Female;No;No;African American;767
23883;5384;398;2;73;16;Female;No;Yes;African American;802
33657;6196;450;6;55;9;Female;No;No;Caucasian;1092
58781;7402;538;2;81;12;Female;No;Yes;Asian;1103
72945;8603;621;3;64;8;Female;No;No;Caucasian;1355
21786;4632;355;1;50;17; Male;No;Yes;Caucasian;580
48577;5145;389;3;71;13;Female;No;Yes;Asian;503
27349;2000;169;4;51;16;Female;No;Yes;African American;0
42471;3625;289;6;44;12;Female;Yes;No;Caucasian;654
36362;5183;376;3;49;15; Male;No;Yes;African American;654
14312;5382;367;1;59;17; Male;Yes;No;Asian;1380
91362;9113;626;1;47;17; Male;No;Yes;Asian;1341
21238;3089;254;3;59;10;Female;No;No;Caucasian;108
23012;1410;137;3;81;16; Male;No;No;Caucasian;0
42357;5550;406;2;83;12;Female;No;Yes;Asian;653
49166;6662;508;3;68;14;Female;No;No;Asian;984
11808;1300;117;3;77;14;Female;No;No;African American;0
30111;4336;339;1;81;18; Male;No;Yes;Caucasian;347
36934;4270;299;1;63;9;Female;No;Yes;Caucasian;283
24.05;2607;221;4;32;18; Male;No;Yes;Caucasian;0
27241;1402;128;2;67;15;Female;No;Yes;Asian;0
83869;7667;554;2;83;11; Male;No;No;African American;930
18967;1626;156;2;41;11;Female;No;Yes;Asian;0
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
113829;9704;694;4;38;13;Female;No;Yes;Asian;1388
27272;1389;149;5;67;10;Female;No;Yes;Caucasian;0
31861;6375;469;3;25;16;Female;No;Yes;Caucasian;1120
29564;2529;192;1;30;12;Female;No;Yes;Caucasian;0
18701;5524;415;5;64;7;Female;No;No;Asian;966
14292;3274;282;9;64;9; Male;No;Yes;Caucasian;382
15184;2420;192;2;69;11;Female;No;Yes;Caucasian;0
31811;4284;338;5;75;13;Female;No;Yes;Caucasian;429
39.11;3189;263;3;72;12; Male;No;No;Asian;0
10793;3878;321;8;29;13; Male;No;No;Caucasian;638
58063;4221;304;3;50;8; Male;No;No;African American;118
124.29;9560;701;3;52;17;Female;Yes;No;Asian;1687
38009;3075;245;3;45;15;Female;No;No;African American;0
23.45;2450;180;2;78;13; Male;No;No;Caucasian;0
32856;5884;438;4;68;13; Male;No;No;Caucasian;926
55054;4381;321;3;74;17; Male;No;Yes;Asian;188
21786;4632;355;1;50;17; Male;No;Yes;Caucasian;580
60449;3098;272;4;69;8; Male;No;Yes;Caucasian;0
43682;6922;511;1;49;9; Male;No;Yes;Caucasian;1081
52179;7306;522;2;57;14; Male;No;No;Asian;1142
23949;5343;383;2;40;18; Male;No;Yes;African American;829
67937;5184;383;4;63;12; Male;No;Yes;Asian;345
12456;5395;392;3;65;14; Male;No;Yes;Caucasian;955
32164;2937;223;2;79;15;Female;No;Yes;African American;0
88.83;4952;360;4;86;16;Female;No;Yes;Caucasian;15
35.51;5198;364;2;35;20;Female;No;No;Asian;631
21153;3736;256;1;41;11; Male;No;No;Caucasian;298
30111;4336;339;1;81;18; Male;No;Yes;Caucasian;347
23.45;2450;180;2;78;13; Male;No;No;Caucasian;0
62413;6457;455;2;71;11;Female;No;Yes;Caucasian;762
68462;4712;340;2;71;16; Male;No;Yes;Caucasian;136
146183;9540;682;6;66;15; Male;No;No;Caucasian;1050
57202;3411;259;3;72;11;Female;No;No;Caucasian;0
113659;7659;538;2;66;15; Male;Yes;Yes;African American;1155
16751;4706;353;6;48;14; Male;Yes;No;Asian;1255
10726;1568;162;5;46;19; Male;No;Yes;Asian;0
15184;2420;192;2;69;11;Female;No;Yes;Caucasian;0
59.53;7518;543;3;52;9;Female;No;No;African American;1176
58063;4221;304;3;50;8; Male;No;No;African American;118
76348;4697;344;4;60;18; Male;No;No;Asian;108
36508;6386;469;4;79;6;Female;No;Yes;Caucasian;1048
80861;4090;335;3;29;15;Female;No;Yes;Asian;0
34664;5835;452;3;77;15;Female;No;Yes;African American;835
73914;7333;529;6;67;15;Female;No;Yes;Caucasian;1048
19349;4941;366;1;33;19; Male;No;Yes;Caucasian;717
23793;3615;263;2;70;14; Male;No;No;African American;216
71408;7114;512;2;87;9; Male;No;No;Asian;872
24.46;1924;165;2;50;14;Female;No;Yes;Asian;0
20918;1233;128;3;47;18;Female;Yes;Yes;Asian;16
57337;5310;392;2;45;7;Female;No;No;Caucasian;456
32164;2937;223;2;79;15;Female;No;Yes;African American;0
21786;4632;355;1;50;17; Male;No;Yes;Caucasian;580
34509;2001;189;5;80;18;Female;No;Yes;African American;0
71682;8028;599;3;57;16; Male;No;Yes;Caucasian;1208
115123;7760;538;3;83;14;Female;No;No;African American;661
91362;9113;626;1;47;17; Male;No;Yes;Asian;1341
36508;6386;469;4;79;6;Female;No;Yes;Caucasian;1048
52179;7306;522;2;57;14; Male;No;No;Asian;1142
28474;3202;267;5;66;12; Male;No;Yes;Caucasian;132
36929;6257;445;1;24;14;Female;No;Yes;Asian;976
28508;3933;287;4;56;14; Male;No;Yes;Asian;336
89;5759;440;3;37;6;Female;No;No;Caucasian;345
34772;2021;167;3;57;9; Male;No;No;Asian;0
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
76782;5977;429;4;44;12; Male;No;Yes;Asian;548
60579;5149;388;5;38;15; Male;No;Yes;Asian;443
21455;5829;427;4;80;12;Female;No;Yes;African American;1018
88.83;4952;360;4;86;16;Female;No;Yes;Caucasian;15
43682;6922;511;1;49;9; Male;No;Yes;Caucasian;1081
35691;2880;214;2;35;15; Male;No;No;African American;0
12456;5395;392;3;65;14; Male;No;Yes;Caucasian;955
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
113659;7659;538;2;66;15; Male;Yes;Yes;African American;1155
19529;4673;341;2;51;14; Male;No;No;Asian;642
43.54;2906;232;4;69;11; Male;No;No;Caucasian;0
16529;1357;126;3;62;9; Male;No;No;Asian;0
30012;1511;137;2;33;17; Male;No;Yes;Caucasian;0
25078;3096;236;2;27;15;Female;No;Yes;Caucasian;81
10403;4159;310;3;43;7; Male;No;Yes;Asian;571
69656;8244;579;3;41;14; Male;No;Yes;African American;1329
63534;8100;581;2;50;17;Female;No;Yes;Caucasian;1298
24088;3665;287;4;56;13;Female;No;Yes;Caucasian;309
12096;4100;307;3;32;13; Male;No;Yes;Caucasian;560
44978;4866;347;1;30;10;Female;No;No;Caucasian;436
10363;2430;191;2;47;18;Female;No;Yes;Asian;0
25124;4776;378;4;29;12; Male;No;Yes;Caucasian;657
18951;1485;129;3;82;13;Female;No;No;Caucasian;0
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
23375;5429;396;3;57;15;Female;No;Yes;Caucasian;844
23.45;2450;180;2;78;13; Male;No;No;Caucasian;0
57.1;4742;372;7;79;18;Female;No;Yes;Asian;379
17392;2748;228;3;32;14; Male;No;Yes;Caucasian;68
36362;5183;376;3;49;15; Male;No;Yes;African American;654
39422;5245;383;2;44;19; Male;No;No;African American;637
31811;4284;338;5;75;13;Female;No;Yes;Caucasian;429
128.04;6982;518;2;78;11;Female;No;Yes;Caucasian;250
14.09;4323;326;5;25;16;Female;No;Yes;African American;671
46102;5180;382;3;81;12; Male;No;Yes;African American;516
14084;855;120;5;46;17;Female;No;Yes;African American;0
87625;7167;515;2;46;10;Female;No;No;African American;767
11603;2278;187;3;71;11; Male;No;Yes;Caucasian;0
27847;5619;418;2;78;15;Female;No;Yes;Caucasian;822
68462;4712;340;2;71;16; Male;No;Yes;Caucasian;136
72945;8603;621;3;64;8;Female;No;No;Caucasian;1355
93039;7398;517;1;67;12; Male;No;Yes;African American;749
58929;6420;459;2;66;9;Female;No;Yes;African American;789
17.7;2860;235;4;63;16;Female;No;No;Asian;89
27578;2531;195;1;34;15;Female;No;Yes;Caucasian;0
11741;2271;182;4;59;12;Female;No;No;Asian;0
13444;886;121;5;44;10; Male;No;Yes;Asian;0
51532;5096;380;2;31;15; Male;No;Yes;Caucasian;481
33657;6196;450;6;55;9;Female;No;No;Caucasian;1092
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
39.11;3189;263;3;72;12; Male;No;No;Asian;0
20089;2525;200;3;57;15;Female;No;Yes;African American;0
18145;3461;279;3;56;15; Male;No;Yes;African American;255
15629;2493;186;1;60;14; Male;No;Yes;Asian;0
